2023-12-10,重庆,她竟然真的给了我六包！！🥹脑子一抽填错了，取了外卖才发现！！还担心会不会被当成无理取闹[捂脸R]还好这个天使员工懂我！真的给了六包番茄酱[哭惹R]我将永远诚服于麦门🙏🏻麦当劳薯条番茄酱,https://www.xiaohongshu.com/explore/65753b040000000009021f33
2023-11-25,浙江,冷知识：1、有实验证明，站在异性的左手边，会更容易获得好感。2、草莓比橙子含有更多的维C。3、海盗佩戴耳环是为了避免视力变差。4、不给仙人掌浇水，仙人掌zui多可以活6年。5、酱油是从秦汉时期开始的。6、梦中出现的人都是你熟悉的人或者见过的陌生人，也可能是书中、电影中的某个人，不可能凭空出现一个人。7、北大校徽是鲁迅设计的。8、蚊子是全球传播疾病zui多的动物。9、鲁迅是个土豪，折合现在人民币年薪500万左右。10、曹植和王羲之其实是伪娘，因为魏晋时期美男子的标准是长的漂亮。11、橡皮是爱迪生发明的。12、鸡是被人驯化zui早的动物。13、古代妃子来例假时，就戴上戒指，表明她在戴戒指期间不能待寝，戒指的意思是“戒止”。14、牛顿所有成就都是29岁人前发现的。15、斑马害怕孤独，“独自一马”的时候无法入睡。16、大部分女装的扣子在左边，男装的扣子在右边。17、加拿大人很喜欢说“对不起”。18、两人击掌时传播的细菌数量只有握手的一半，而击拳的话只有握手的20%。19、弯的香蕉更好吃。20、历史上的和珅是个大帅哥，而且武功高强。21、人在饥饿时，更容易产生一些负面情绪。22、肠子的长度通常为身高的4-5倍。23、世界di一高峰珠穆朗玛峰的峰顶面积，大约是两张乒乓球桌的大小。24、据说面对自己喜欢的男士吃饭不容易长胖。25、世界开采的黄金40%来自南非。26、1950年之前，香烟是作为一种健康产品被推jiàn的。27、王八蛋的原句是“忘八端”。28、如果一只公猫身上出现了三种颜色，那么说明它的身体出现了异常，并且这种公猫没有生育能力。29、钟南山院士年轻时获打破过全运会400米栏记录。30、卢梭把亲生孩子送去了孤儿院。,https://www.xiaohongshu.com/explore/6562035b0000000032035f7a
2023-12-05,广西,😭终于有人一次性把电脑键盘说清楚了键盘电脑知识每天学个电脑知识电脑知识分享键盘知识电脑快捷键Excel操作技巧Office办公小技能零基础学电脑快捷键excel快捷键电脑快捷键电脑小白,https://www.xiaohongshu.com/explore/656ea1b500000000050388c5
2023-12-11,山东,就这玩意儿我已经不知道在几个博物馆见着了南京博物院、天津博物馆、中国国家博物馆、湖北省博物馆、河北省博物馆、山东省博物馆[捂脸R]本来我就爱逛博物馆，见到它就像老熟人一样了秋操杯一万多个真品，据说拍卖会上常能见到，市场价3万多一个[笑哭R]似乎我也能拥有的起博物馆真同款？清光绪荷花太湖秋操杯,https://www.xiaohongshu.com/explore/65771b720000000038026502
2023-11-20,河南,讲真后悔买这一大瓶大概是属于不喜欢酒味 酒量也不太行的类型上脸巨快特夸张昨晚喝完一罐500ml强爽直接变紫红色猪头太丑了太丑了[哭惹R][哭惹R][哭惹R]这瓶也不知道什么时候能喝完了[捂脸R],https://www.xiaohongshu.com/explore/655a5109000000003202de73
2023-12-08,北京,这个浏览量正常吗？大学生做自媒体失败了图1图2：同个作品🎶某音和 小红书 对比。图3图4：同个作品🎶和 某站 对比。图567 ：三个平台近期数据[笑哭R]浏览量几乎不超过五千。投过四位数花过💰，没用。后面几张图：不同平台热门作品对比。发了几百条汉服旗袍那些我自己喜欢的，传统文化相关的，水袖舞汉服舞蹈，基本上没有人看，只有露肤度高的异域风情才有人喜欢。而且我仅仅只是是跳舞不是发什么别的东西，不是宅舞！不是扭来扭曲ca边的。是敦煌古典舞古风爵士等等。但我还是不太乐意拍太多异域风，很久不拍了。上次收到姐妹们给的自媒体意见，还是没办法，作品质量再高拍的再好都没用。我还是决定当朋友圈发吧以后。说实话很感谢尽管是拍cos，也没被说网红脸，都是说我像明星的。加油啦[扯脸H]我继续拍我的汉服旗袍，跳我的舞。买了新相机，还是禁不住不拍啊[笑哭R]因为想穿漂亮衣服。这几年光是买衣服都是大筐大筐几十w的买。[笑哭R][笑哭R][笑哭R]自己喜欢摄影，器材买了大几个w。去年在小红书信陌生人被人坑害了一件事花了几十w等等为爱发电吧，起码我真的进步很大！我觉得我现在比以前好看很多找到自己风格了，还学跳舞了，审美变好了，get了摄影各种技能。心态也变好了，前两天被黑粉讽刺说我浏览量低糊的无人在意，被骂多了好像心态越来越好。大一到大四你们都见证了我的成长[哭惹R][doge]我还有很多东西想发呢！主要是没时间搞自己喜欢的事儿。我靠库存活了半年[扶墙R][捂脸R][抓狂R]限流抖音运营自媒体流量密码做博主别限流如何做博主,https://www.xiaohongshu.com/explore/6572b622000000003403dcbd
2023-12-11,广东,老板在外面打工养我们十几个员工家人们谁懂啊！[石化R]老板在外面打工养我们十几个员工！老板开的这家公司有五年多了，这五年来她一直在别的公司上班，一周回来自己开的公司坐两天全天班，其余时间都是晚上过来、然后我今天才得知，原来她一直在外面打工！[石化R]然后她一边打工上班，一边开公司！今年经济不好，我们公司的收益非常的差，公司营业举步维艰，然后听老员工说老板在外面打工上班养我们[哭惹R][哭惹R][哭惹R]…我有点共情老板了怎么办！她是也才二十多岁啊！老板老板娘日常老板思维创业女性创业打工人,https://www.xiaohongshu.com/explore/6576d9df0000000038022606
2023-11-24,河北,从这就能看出二丫头内心是个纯爷们了！作为弟媳的格格不愿和太监的儿子坐在一起吃饭[失望R]可是二丫头不但没有生气，他还恭送格格离开[赞R]连那素芝都觉得委屈丢人[生气R][生气R]可是二丫头不在乎，他更加在乎和这一家子和谐相处，他最在乎媳妇高不高兴[赞R][赞R][赞R]他把丈人爹和小舅子当成亲近的人[赞R][赞R]他是大丈夫能屈能伸，宠辱不惊[赞R]浪漫生活的记录者打狗棍电视剧热播电视剧国产电视剧电视剧推荐做人做事,https://www.xiaohongshu.com/explore/65606ac800000000320398a2
2023-12-11,浙江,海底捞服务员：咋回事，最近好多人这么做…海底捞海底捞攻略海底捞隐藏吃法,https://www.xiaohongshu.com/explore/6576f8e30000000009019b53
2023-12-10,四川,万达的结局，已经定死了随着年底的临近，万达的最新动态变得越来越引人注目。每周都有新的进展刷新着人们的视野。最近，万达出售资产以迅速套现的步伐明显加快了。其中，出售万达电影的大笔股权为集团带来了22亿元的回血。尽管这一举动显示出老王对出售万达电影的不情愿，但眼前的困境使得他不得不做出这个决定。老王下定了决心，大量出售资产，再次走上了断臂求生的老路。这一决策的主要原因是之前上市对赌的债务需要逐步偿还或谈展期，同时明年也将迎来偿债的高峰期。周四，市场上传出消息，万达打算出售位于一二线城市的众多万达广场商业。据悉，保险资金是潜在的意向买家，目前万达正在与几家进行谈判，也有险资已经完成了尽调。然而，也有小道消息称，国内头部的三家险资中，已有两家明确表示不要万达广场。原因在于资本化率过低，他们并不看上眼。出售万达广场的进程显然不会一帆风顺。即使交易最终达成，折扣也可能会让老王感到心痛。在当前的经济环境下，可能有实力的收购方只有保险资金了，而国央企也几乎没有什么余粮来进行并购。买方范围的限制，再加上当前市场的状况，预计万达广场最终的出售价格会低于三折，几乎是半卖半送了。曾经在某年的年会上，老王说过，万达什么都可以卖，但万达商业不能卖。然而时过境迁，现在他也不得不将之前不想卖的资产出售来套现了。目前，万达手中大约还有430家万达广场，其中大部分是重资产的，大约290家是重资产的。这意味着在理论上，这290家万达广场都是可以出售套现的，但最终能被看上的优质项目数量可能只有三分之一不到。290家万达广场是重资产这个数据有些出人意料，与万达之前宣称的基本完成轻资产转型有很大的差距。所谓的轻资产不过是将负债丢给了地产板块，而万达商管的轻资产并不包含在内。事实再次证明，就像2017年那样，最终能救万达的还是重资产。虽然老王口头否定，但他的行动却表明了一切。为了求生，他陆续出售了最核心、最挣钱的金融牌照、万达电影、赢方体育以及最后的重资产万达广场。这样的结果使得万达有可能再次艰难复活，但同时也失去了最有竞争力的资产。最终，老王很可能只成为一个高级打工仔。房地产万达广场万达集团万达,https://www.xiaohongshu.com/explore/6575cc5d000000000901a8c0
